s014_f00001_ts1468609629_Phys.root  0.00921  1.02434  0.00899
s014_f00002_ts1468613233_Phys.root  0.00573  1.02036  0.00561
s014_f00003_ts1468616836_Phys.root  0.00917  1.02030  0.00899
s014_f00004_ts1468620440_Phys.root  0.01372  1.04492  0.01313
s014_f00005_ts1468624043_Phys.root  0.00849  1.01697  0.00834
s014_f00006_ts1468627647_Phys.root  0.00721  1.03080  0.00699
s014_f00007_ts1468631250_Phys.root  0.00824  1.03232  0.00798
s014_f00008_ts1468634854_Phys.root  0.01014  1.02230  0.00991
s014_f00009_ts1468638458_Phys.root  0.00957  1.03255  0.00927
s014_f00010_ts1468642061_Phys.root  0.01206  1.04488  0.01154
s014_f00011_ts1468645665_Phys.root  0.00723  1.04468  0.00692
s014_f00012_ts1468649268_Phys.root  0.00325  1.03318  0.00315
s014_f00013_ts1468652872_Phys.root  0.01093  1.03210  0.01059
s014_f00014_ts1468656475_Phys.root  0.01461  1.03718  0.01408
s014_f00015_ts1468660079_Phys.root  0.00857  1.01846  0.00841
s014_f00016_ts1468663682_Phys.root  0.00762  1.02770  0.00741
s014_f00017_ts1468667286_Phys.root  0.01125  1.03706  0.01085
s014_f00018_ts1468670890_Phys.root  0.00740  1.03362  0.00716
s014_f00019_ts1468674493_Phys.root  0.01229  1.03072  0.01192
s014_f00020_ts1468678097_Phys.root  0.00551  1.03101  0.00535
s014_f00021_ts1468681700_Phys.root  0.00718  1.03327  0.00694
s014_f00022_ts1468685304_Phys.root  0.01071  1.02477  0.01045
s014_f00023_ts1468688907_Phys.root  0.00718  1.02800  0.00698
s014_f00024_ts1468692511_Phys.root  0.01671  1.01602  0.01645
s014_f00025_ts1468696114_Phys.root  0.00612  1.02651  0.00596
s014_f00026_ts1468699718_Phys.root  0.00679  1.01766  0.00668
s014_f00027_ts1468703322_Phys.root  0.02236  1.09814  0.02036
s014_f00028_ts1468706925_Phys.root  0.00798  1.04192  0.00766
s014_f00029_ts1468710529_Phys.root  0.01648  1.03365  0.01595
s014_f00030_ts1468714132_Phys.root  0.01292  1.03807  0.01244
s014_f00031_ts1468717736_Phys.root  0.01021  1.02859  0.00993
s014_f00032_ts1468721339_Phys.root  0.00743  1.04978  0.00708
s014_f00033_ts1468724943_Phys.root  0.01123  1.03303  0.01087
s014_f00034_ts1468728547_Phys.root  0.00736  1.02140  0.00720
s014_f00035_ts1468732150_Phys.root  0.00514  1.03342  0.00498
s014_f00036_ts1468735754_Phys.root  0.01009  1.03701  0.00973
s014_f00037_ts1468739357_Phys.root  0.01029  1.03002  0.00999
